Drugs,Cbln2,Cyp1a1,Muc2,Ankrd34a,Asb14,Ly6al,LOC102548022,Btbd2,Pax9,Mybl2,Tcp11,Palmd,Sez6l2,C1qtnf4,Cbfa2t3,Aldh1a2,LOC102549724 /// LOC102549828,LOC102552294,Wisp2,Magi1,Tubb4a,Katnbl1,RGD1308775,Mypop,Fam163b,Myoz1,Ctrl,Zfp385c,S100a3,Drp2,Tbcd,Fgf14,Defb1,Tmem107,Tacr1,Lyzl6,Drd2,Nup37,LOC102546927,Col5a3,Kprp,LOC102556906,Plxna3,LOC102549880,Rasgrf1,Fscn3,Retnla,Cpne7,Senp8,Fjx1,Igfl3,Bspry,Tmem182,Lix1,Camkv,Cckbr,Tmem151a,Akr1b7,Lhfpl2,Ap3b2,Kcnc3,Znrf2,LOC687508,Zfp592,Fbrs,Rimbp2,Ndrg4,Asah2,Slc24a4,Fa2h,Kcnj3,Paqr4,LOC102551963,Egflam,Lce3d,Trpm8,Fignl1,Slc34a1,Apc2,LOC102553932,Opcml,Olr1500,Purb,Srp54a,Col20a1,Glis1,Noxred1,Apaf1,Col15a1 /// LOC100909752,Amph /// LOC100909679 /// LOC100910792,LOC102557140,Nkx2-5,LOC100909684,Rpl3,Hap1,Hspa9,Pak3,RGD1311517,Msx1,Fam83h
 isoniazid,3.266543465,7.669308542,3.945147938,4.908874699,4.671988112,3.874939432,4.302444101,6.138111068,3.423748774,3.922521235,5.022018803,3.79146286,4.641891268,4.654080264,4.011739667,4.386165496,4.341528851,3.491336459,3.585060701,4.31568941,6.192752587,3.901328927,4.455270596,5.224186099,3.777578898,4.040058053,3.96287696,4.127411879,4.476700783,4.436158139,3.863018474,3.249859716,3.578442615,4.165223266,4.226798067,4.065933762,4.179186563,3.790276994,3.99166947,4.664838598,3.512025336,4.587389554,4.996071622,4.307948534,5.214190107,3.964089837,5.121666957,5.417192324,4.438312475,3.683416898,4.481306222,4.152951551,3.190826487,3.59281988,3.767770212,4.873774147,4.77548765,6.190285484,4.253586301,4.793087588,3.917336808,3.634314169,3.648094172,4.422791162,3.746036952,3.856961292,4.476259449,4.306178291,4.276352535,5.458271498,4.741246438,4.479100125,4.328889352,3.830828224,4.452678944,3.931787837,4.445661541,3.639164662,3.447496683,4.302596705,4.063469571,3.359513075,4.283009966,5.71165664,3.603493951,5.243664836,4.205140986,4.347896867,4.035244281,3.590344386,3.748566484,4.325373928,3.732382185,5.026067232,5.629400559,3.802071516,5.550218309,4.320053327,4.384530302,4.816981967
 ketoconazole,8.855289466,8.945947398,8.135536643,8.956678635,8.808618485,8.11916636,8.180409586,10.20279701,7.483981242,7.643957669,8.672170212,8.296512191,8.748039564,8.663681976,8.088789104,8.601198589,8.310008813,7.32211208,7.98964968,8.233847434,9.899110896,8.193595056,8.171782786,8.950490189,7.812397424,7.915053099,8.428287383,7.821402844,8.019076393,7.916187822,7.519712483,7.257076627,7.690825817,7.745591829,7.711994444,7.794035658,8.11333708,7.703823783,7.763100435,8.146226439,7.699331196,8.423817781,8.49055647,7.631264917,8.976875409,7.247586471,8.511688742,8.833655331,8.004479424,7.466318238,7.677222294,7.829376565,7.039965124,7.392108958,7.410546905,8.534125964,8.626686978,6.844337635,7.951164951,8.079460289,7.575823176,7.228233396,7.672033809,8.281752473,7.27482426,7.380930687,7.861274073,7.664103548,7.829421475,8.398590216,8.110134888,8.015131131,7.601074524,7.381504695,7.915180873,7.303202077,7.545050086,6.98244124,7.177371104,7.877966139,7.847888495,6.872350869,7.285043009,8.715886321,6.982259064,8.602197282,7.869390567,7.875296884,7.767398212,7.314840001,7.213783362,7.848480828,7.279716374,8.514251079,8.923800563,7.058589097,8.828573229,8.073828998,7.700480162,8.328513722
 labetalol,7.996258099,7.620679544,7.551176687,8.413278429,8.4214931,7.739500087,7.922867487,9.701245238,6.970842504,7.172653648,8.630556982,7.71610431,8.101899239,8.014111689,7.762624697,8.043088133,7.751093529,6.748035068,7.330229562,7.827934033,9.382696714,7.546109758,7.850521695,8.511306529,6.994712763,7.562841507,8.005937209,7.344473008,7.811541591,7.601543999,7.521442072,6.72492696,7.133511642,7.237113002,7.192397229,7.381595389,7.407764445,7.238728865,7.462622062,7.571951856,6.922896637,7.940748602,8.417835497,7.263250752,8.44599588,7.081181327,8.054611796,8.560619956,7.853809504,7.209731788,7.861291045,7.603259181,6.68194008,6.78587595,6.648145724,8.135008158,7.976347778,7.726695325,7.637361754,7.714867807,7.485044826,6.858497323,7.263410725,7.62166826,7.155912908,7.210711684,7.592779608,7.596441161,7.539615765,8.219095329,7.649489192,7.796228283,7.302036042,7.202334631,7.832654405,7.026704479,7.035321585,7.005067274,6.820752778,7.949034448,7.560216223,6.334038592,7.127895503,8.450375025,6.746619007,8.188264636,7.477625956,7.629506949,7.468785411,7.089214009,7.37955349,7.310458062,6.406764833,8.45567248,8.426092174,7.067101067,7.880932767,7.618881974,7.457173629,7.843201873
 lomustine,8.345967555,7.475035623,7.857045341,8.438813712,8.278728881,7.901890786,7.940648387,9.772072185,7.171678023,7.228237696,8.82653473,7.752049743,8.239986925,8.364169853,7.792026697,7.985730587,7.712701849,7.688175664,7.436811747,7.922674938,9.631984585,7.333515886,7.576330325,8.655994681,7.240149592,7.426766186,7.865337723,7.389562756,7.718019584,7.61158146,7.345903885,6.537643366,7.03447559,7.480391845,7.303560905,7.153092247,7.288739282,6.977621667,7.329608325,7.819167899,7.23134018,8.156832376,8.298542526,7.277415144,8.212125428,7.397987202,8.098391948,8.758795942,7.700207615,7.068547736,7.784886201,7.609456292,6.389684142,6.912214591,6.840876859,8.031968921,7.996937169,7.992956737,7.680251572,7.547633873,7.027055562,6.986951913,6.958780425,7.742797121,7.144912869,7.289756842,7.641738263,7.517353428,7.763810289,8.479681094,7.499841114,7.764533699,7.355043974,6.981871642,7.566616649,7.112080906,7.319552984,7.248072523,6.724668276,7.893372267,7.525244865,6.593982673,7.130455509,8.666508366,6.874351361,8.295450738,7.356502641,7.460412983,7.190077907,6.655066556,6.724650144,7.317122715,6.983390234,8.749269726,8.427754373,6.881728491,8.207868888,7.644229273,7.021598408,7.900446295
 lornoxicam,3.121702616,4.200791678,3.457104358,4.294527726,4.394035521,4.171225898,3.719795872,5.583103174,3.231432045,3.547889914,4.678013079,3.731600259,4.330758884,4.319471336,3.996468828,4.257962574,3.958032163,3.600648053,3.585581544,4.091486358,5.761892379,3.895172977,4.047894803,4.715747465,3.489069763,3.675928767,3.906643029,3.930906012,4.177297171,4.150955335,3.737674714,3.092988298,3.558255597,3.856877678,4.010159102,3.669383289,3.861875074,3.559905193,4.226180789,4.048897722,3.455022607,4.62012023,4.854330336,3.968940694,4.813529368,3.775162539,4.358683928,5.046587991,4.071228874,3.598208222,3.901811473,3.995214019,3.064744246,3.459895774,3.466862056,4.569869,4.564554718,5.655321919,4.395589321,4.48177973,3.727092155,3.496571285,3.797399977,4.35803412,3.618204737,3.581922817,4.186763296,4.452444216,4.184190054,4.632089224,4.224731309,4.458446255,4.029663954,3.722201197,4.15198473,3.291399332,3.743114745,3.507429162,3.613679184,4.000175778,3.856975775,3.090441307,3.743073795,4.952332381,3.319457456,4.736056174,4.015654346,4.045935935,4.148173935,3.333537821,3.585342805,3.706340551,3.570795476,5.083018495,5.114202365,3.683312486,4.79589589,4.371869178,3.855992911,4.687494953
 lps,4.159041096,5.221908813,4.147450801,5.349258483,4.900633288,4.612199164,4.724015621,6.350220331,3.974040547,4.401335274,5.870294371,5.173285462,5.391848706,5.308334816,4.605309586,6.072015643,4.3693633,4.132762964,4.326438798,5.275886288,6.655500693,4.911528597,4.731569147,5.523699329,4.651231195,4.394671917,5.807459182,4.530829199,4.746817101,4.686734912,4.459576794,3.767039019,4.483602611,4.59241645,4.204857376,4.223487782,5.211075195,4.354336173,4.496090984,5.260234041,4.269615221,5.111815764,5.816076843,4.480499544,6.00590558,4.397539036,5.391557023,6.162024801,4.69668421,4.709846219,5.004781515,4.851195226,3.628415187,4.033920064,3.980357674,5.200786296,5.51515372,6.279416191,5.425739373,5.32073048,4.713233358,4.622401447,4.533408605,4.699880649,4.360815899,4.749469145,4.941486972,5.169559152,5.214970243,5.610584372,5.299511039,5.07264654,4.792542684,4.427879098,5.070973072,4.271553774,4.526344837,4.691142213,3.989498112,5.34861573,4.833410487,3.697670425,4.43022927,5.392428961,4.727606624,5.371171273,4.92460938,5.717809664,5.361616067,4.17698159,4.052839989,4.714957441,3.972272509,6.843715394,5.930096736,4.708676699,5.321667956,5.116045303,5.250071375,5.599687142
 meloxicam,3.222569292,4.024199873,3.416771736,4.116447516,4.172610446,3.829193423,3.585387132,5.260288414,3.108637572,3.416539872,4.426403109,3.965810504,4.325531842,4.040201082,4.12798263,4.33516586,3.616275222,3.39616553,3.290919868,3.845700284,5.181323032,3.508076048,3.986759752,4.628419367,3.714670026,3.496458429,3.9872372,3.722210743,3.77939539,3.787845277,3.417004509,2.938624533,3.470019779,3.566089041,3.5638293,3.288529849,3.666938301,3.403697119,3.709405013,3.802647086,3.280291825,4.366610687,4.65629402,3.476884197,4.450175311,3.547657295,4.031475589,5.102258062,4.284944025,3.587558842,4.089016461,3.833870997,2.936515506,3.187342143,3.233310793,4.485214834,4.310574944,5.311243117,4.117971744,4.136278092,3.526718902,3.228514262,3.41539699,4.184649738,3.707064672,3.476897852,3.717834175,4.289279152,3.798720592,4.377114715,3.833837918,4.006537909,3.583288832,3.511260989,3.97354448,3.205940689,3.400234891,3.229160519,3.348046119,3.885002859,3.743120348,2.933201328,3.249967693,4.44994278,3.058798236,4.478826936,3.86408475,3.898762061,3.809498792,3.305212413,3.299231815,3.559472101,3.34046288,4.773947854,4.492001015,3.183662522,4.433367771,3.957922722,3.482503479,4.529364859
 metformin,9.0609177,8.186051545,8.432249929,9.167153059,8.936522866,8.691411385,8.468848985,10.47454438,7.875424967,7.934816257,9.258823098,8.483116525,8.885032795,9.15792264,8.217467997,8.73286768,8.127839325,8.408585238,7.991089128,8.59229628,10.14476234,8.215258399,8.227586109,9.007483746,8.131013952,7.766388603,8.555154278,8.079145745,8.365500116,8.102568467,7.833600602,7.592958328,7.586259849,8.052883024,8.213759575,7.765053935,8.144380581,7.931278579,7.821188841,8.530910694,7.70263277,8.620528442,8.959098567,7.914232165,8.897437235,8.063188767,8.733032381,9.351760536,8.225395604,7.784284621,8.438381471,8.071210565,7.181251094,7.75122173,7.58023565,8.694593375,8.726537739,8.922493081,8.272026309,8.259331791,7.71088486,7.539592957,7.496785535,8.499441396,7.805232149,7.642510265,8.361044525,8.199085823,8.214597377,8.94594155,8.153869215,8.313291508,7.953467761,7.49160557,8.101054597,7.72251048,8.296875525,7.792874746,7.441307824,8.100560089,7.898207037,7.000303836,7.635484354,9.076221655,7.404438838,8.722470994,7.973227933,8.093956032,7.768400113,7.219615921,7.20102779,7.841462087,7.493365774,9.416554857,8.930816928,7.518456179,9.029481235,8.107622933,7.530139765,8.384543441
 methapyrilene,3.448299451,4.454797326,3.954221215,4.701198303,4.444095291,4.192598998,4.246467228,6.07765623,3.533391162,3.919939139,5.158229566,4.012161661,4.783854738,4.913549448,4.215716731,4.575046071,4.419035237,3.914170189,3.772653687,4.68801022,6.061961187,4.280857155,4.402184488,5.178833667,3.847740514,4.340738803,4.784640913,4.005132591,4.443510645,4.248403513,4.012750925,3.344176924,4.203101795,4.202794358,4.25517823,4.099858694,4.313740824,3.935756036,4.686909653,4.769635722,3.846687168,4.632149789,4.690077003,4.113053737,5.657185718,4.066674438,4.973831186,5.229019926,4.358646426,3.832806963,4.311320235,4.376165223,3.444558643,3.743475477,3.858758214,4.874246145,4.954923175,4.040008362,4.284382463,4.235742992,4.000320145,3.790900216,4.194675145,4.68941075,3.865060406,4.164866452,4.610724272,4.152714876,4.178478479,5.404583288,4.889064728,4.591516542,4.009125346,4.069687941,4.287911446,3.946973371,4.460751152,3.852382093,3.579682636,4.638314626,4.256939839,3.344896558,4.150874158,5.466334641,3.749808576,5.125085024,4.317130172,4.626216658,4.234976625,3.682486401,3.899505807,4.472607163,3.921135044,5.581198577,5.335567886,4.053070956,5.4242834,4.59281588,4.11482434,5.076981838
 methimazole,8.91536922,8.295186737,8.433681475,9.015697949,8.946594863,8.488888965,8.198909141,10.15350535,7.83507959,7.895974082,9.254757079,8.318993712,8.858393672,8.977570848,8.22542333,8.676893126,8.188898026,8.345687352,7.992268848,8.457100873,10.11512058,8.16564942,8.249866961,9.187641463,7.9721402,7.828584451,8.541544787,8.029667916,8.203989715,8.108037481,7.808246371,7.344087526,7.653108239,7.886924457,7.891472137,7.837320364,8.26244106,7.706440482,7.875828621,8.556791297,7.671533763,8.630603693,8.865288446,7.835290802,9.036843214,7.851182004,8.656408967,9.198196637,8.38493785,7.682562234,8.462369133,8.182892335,7.160172086,7.61414348,7.666518193,8.608782472,8.606530448,6.668804666,8.207408921,8.260517854,7.704551812,6.82319237,7.592281314,8.512736131,7.582438762,7.763353209,8.158390484,8.03947403,8.263990935,8.784835931,8.209333803,8.30904056,7.618634082,7.415086174,8.178495587,7.569839491,8.106063394,7.718791119,7.407003593,8.078112154,8.066293779,7.138599816,7.647311151,9.045771888,7.33565037,8.788774689,7.966784609,7.965166578,7.784646904,7.339166303,7.024838822,7.890622073,7.268790432,9.250625143,8.921357992,7.184479637,8.899754056,8.136464556,7.609499318,8.513722279
 methyldopa,8.91018772,7.639290335,8.166991545,8.778712089,8.556107785,8.288037604,8.3875562,10.04387956,7.525812565,7.530549632,8.823703907,8.157157995,8.63366433,8.732553836,7.879849808,8.282448846,7.990032046,8.251387912,7.574830586,8.238777053,10.03235671,7.61756274,7.962914901,8.761878642,7.754726584,7.532103022,8.119370446,7.740370397,8.0612851,7.848199151,7.463353271,6.669300943,7.43112963,7.689568926,7.56551133,7.275028644,7.694840346,7.384646723,7.470107511,8.339114313,7.458480454,8.372618073,8.54042692,7.411705026,8.648371284,7.211148418,8.228934726,9.013858975,7.748988626,7.498198816,7.765884613,7.704730625,6.780585033,7.45074269,6.80218715,8.220744837,8.273094686,8.794508317,7.785678767,8.085189201,7.058449094,7.084573129,7.16169393,8.066512186,7.436475438,7.547737068,7.978664089,7.758864453,8.112231146,8.787003401,7.791653308,7.942096999,7.510522259,7.165280823,7.638792307,7.733595509,7.46175815,6.631772255,7.124879112,8.232927716,7.866427502,6.620016598,7.156637171,8.448821141,6.847993217,8.486374886,7.633498111,7.716305849,7.51610238,6.833183545,7.307974938,7.617885336,7.396693959,8.520056419,8.782746098,7.3929626,8.846785832,7.90537699,7.520387419,8.133954643
 methylene_dianiline,4.131583467,9.541279718,4.619385602,6.085576092,5.782365939,4.927037551,4.946414762,7.063991831,4.080338005,4.454852464,6.019843956,5.901999582,5.702008425,5.538121557,5.22355295,6.142331879,4.554529553,4.556314936,4.124527652,4.889546694,7.053860614,5.436117275,5.646241366,5.997884767,5.140472193,4.398085482,5.600636937,5.00193688,5.452716518,5.050025425,4.954280063,3.9567932,5.082310668,4.661579179,5.032309452,4.388815964,4.715198193,4.219923495,4.689083388,5.807521522,5.356492532,6.278663761,6.093524418,5.416496248,5.304905254,4.514306938,5.754898464,6.818107056,6.162743489,4.60718345,5.607079999,5.527690801,3.952255054,4.274384699,5.333180551,6.266619,5.79703259,7.804291706,5.814848429,5.851821629,4.852137397,4.203429068,4.787636313,5.027438412,5.936736282,4.910273684,5.295737777,6.012720023,5.706273291,5.700447364,5.088981016,6.04949143,5.13199488,4.914182669,5.416049917,4.339499164,4.523171751,5.140562905,4.316204583,5.068882781,4.747957568,3.906970221,4.367908128,6.434480352,4.110408362,5.690086264,5.080549936,5.794406825,5.652238972,4.567362011,4.771881443,4.908912325,3.811931135,7.795490488,6.470488377,4.638791075,5.996737729,5.486521549,4.835523488,6.340883811
 methyltestoesterone,8.344132536,7.682101222,7.554005231,8.560588401,8.335543954,7.691388836,7.615080843,9.238102153,6.923916873,7.205442023,8.443443128,7.656053392,8.476570546,8.306853953,7.765538138,8.112754422,7.896834003,6.292150996,7.377958282,7.768269384,9.482724476,7.682872688,7.813854817,8.679173082,7.40201386,7.569152239,8.200479042,7.299131694,7.493284938,7.517868545,7.260723656,6.902007651,7.431226674,7.364141983,7.203809653,7.640841994,7.450629799,7.4101732,7.459522764,7.535098902,6.770323832,7.856470215,8.278253077,7.09737812,8.455532409,7.216897761,8.265558528,8.452247,7.84283569,7.082856577,7.526879884,7.619943604,6.381528183,6.802025121,6.631239156,8.163233591,8.182178373,7.523491463,7.579493988,7.769435955,7.441438992,7.127373018,7.356642973,7.915514714,6.899841245,6.875111546,7.403693066,7.437673572,7.20434201,8.324204984,7.760062992,7.899978272,7.342824641,7.200986072,7.620203948,6.601601004,6.973859485,6.448674371,6.670284313,7.698285278,6.937865427,6.282277889,6.853713608,8.220132493,6.734304913,8.106133068,7.650368433,7.449973416,7.403022894,7.104545932,6.827656765,7.349577915,6.833663764,8.09514271,8.718482016,7.292454892,8.168034273,7.580012079,7.527268833,8.090547957
 mexiletine,4.046166428,7.285822653,4.270504859,5.143169532,4.94631003,4.424826845,4.489638003,6.184877921,3.989004202,4.473784189,5.554228061,5.164844641,4.964733187,5.144513428,4.476624657,5.068616732,4.626541207,4.046970804,4.184507856,4.825941475,6.418545045,4.751131808,4.986956825,5.416404625,4.513570022,4.308713928,4.892094471,4.605986947,4.872144999,4.550446252,4.522408541,3.764842985,4.252547411,4.500809639,4.577931069,4.35212014,4.673471188,4.365745976,4.553076122,5.127534763,4.025603835,5.241179697,5.643727539,4.509645064,5.420546416,4.535071041,5.268111769,5.763438308,4.683524802,4.317151959,4.865654622,4.811074399,3.751331664,4.040453478,4.079340874,5.199819153,5.226416124,5.219140718,5.014104056,4.844452028,4.305664127,4.241721073,4.399790183,4.896728255,4.416450257,4.288851457,5.00184123,5.004443012,5.215543462,5.587137947,5.049905425,5.013616537,4.535436937,4.304926529,4.857704707,4.328485709,4.523705053,4.575056324,4.256159002,5.072329578,4.818669663,3.893569705,4.309036943,5.677764884,4.476422218,5.625150224,4.943388574,5.169754883,4.755545614,4.18333934,4.357441889,4.598766489,3.971273222,6.335986087,5.619048705,4.516853528,5.640379822,4.892703629,4.59849994,5.04862283
 monocrotaline,8.77920592,8.150996421,8.083212467,9.037353953,8.959357611,8.0852156,8.120887042,10.01089862,7.375358536,7.792744824,8.927788164,8.345373218,8.93835131,8.764667931,8.315423545,8.595348299,7.993609225,6.874447349,7.585852752,8.248488226,10.01300688,8.179286163,8.398197402,9.164227745,7.918843825,7.984481042,8.366125623,7.976012406,8.175416654,8.031128424,7.817843526,7.039051337,7.55786977,7.856927542,7.972269161,7.884135494,8.119570364,7.414911039,8.02291268,7.859328772,7.770765732,8.458562099,8.600993347,7.777712024,8.966403193,7.540776774,8.632357481,9.127430753,8.234786131,7.730941801,7.923397324,7.909064336,7.18206281,7.278346988,7.758307303,8.58535162,8.673838801,6.002650465,8.079001477,8.058626621,7.695493965,7.067321056,7.678340079,7.810507564,7.265099839,7.526743515,8.048178766,7.961541941,7.898912314,8.504383944,8.205190038,8.131902294,7.68526417,7.668223376,8.086927709,7.200602647,7.575379527,7.091171051,7.207124205,7.582196799,7.890339744,7.048171116,7.237675119,8.693599374,7.135087294,8.699678106,7.958388739,8.074801673,7.769712145,7.472262692,7.382388818,7.79574455,7.117236275,8.82531777,8.946239803,7.083232716,8.77313804,8.09246382,7.800417285,8.48816971
 moxisylyte,8.512593537,7.486752721,7.794006994,8.421467116,8.241155015,7.698576928,8.03248716,9.443969065,7.063540747,7.264557959,8.466361877,7.668046035,8.332838978,8.230576761,7.58512491,7.857396886,7.524792306,7.538505584,7.274739949,8.083386189,9.523005386,7.432376998,7.604094637,8.433460294,7.165140681,7.085164788,7.808081342,7.214375828,7.735149538,7.460083662,7.098571737,6.446425926,6.887536058,7.337271251,7.340173592,7.122454558,7.391000487,7.415744086,7.092678292,7.993744059,7.093090236,8.130574985,8.21505051,7.256939864,8.120748167,6.955094259,7.887534372,8.708301326,7.397476286,7.000865703,7.337123055,7.373027651,6.225796265,7.000675701,6.854496621,8.030693749,7.818962257,5.63826223,7.350548271,7.453334326,6.733905761,6.722966226,6.711844,7.640486869,7.20911528,7.228177262,7.610061838,7.259947437,7.573410502,8.465758458,7.44267157,7.499486798,7.421799609,6.809895533,7.283048717,7.338711215,7.018079166,6.534881477,6.587656943,7.754528825,7.614929719,6.179896824,7.089550304,7.96987909,6.507313901,8.143304467,7.130581524,7.282292164,7.229022278,6.405701141,6.565058355,7.282829933,7.053700046,8.104254462,8.226274824,6.969262268,8.333791279,7.551932585,7.190570606,7.484480444
 N_methyl_N_nitrosourea,4.059799478,5.263337656,4.747973141,5.526119831,5.515504127,4.661495217,4.522439658,7.067481742,4.037320845,4.679969053,5.834950817,6.299326467,6.14019762,5.331503481,5.263209425,6.347441166,4.513504551,4.709159332,4.028930944,4.667478901,6.803033568,5.541209862,5.644316117,5.783075778,5.55069501,4.392014355,5.500198657,4.855894742,5.155264454,4.931265491,4.836173357,3.985174505,5.581037219,4.530196567,4.544713823,4.530082249,4.66554482,4.333390577,4.659549977,5.034895739,4.677032826,5.97626647,5.940007772,4.905428668,5.428235275,4.09332137,5.339986873,6.37310305,6.154746103,4.509061266,5.34678077,5.191692697,3.937921692,4.180927056,5.126848627,6.161551847,5.630568582,6.939619038,5.89929662,5.750090562,4.850621199,4.41052963,4.552578339,5.219390494,6.599853544,4.740735614,4.805902022,5.84538549,5.436414193,5.365590221,4.612500617,5.946704657,4.59379846,4.576992889,5.413250822,4.301476951,4.182841226,4.610405551,4.681504586,5.359238471,4.864475506,3.739570445,4.365808015,6.077791839,4.58330154,5.163850131,5.128164489,5.673513553,5.319374984,4.93104858,4.522345693,4.540473947,3.673169203,7.545963295,6.316540173,4.907822821,5.719745431,5.651965582,5.091630246,6.349720355
 N_nitrosomorpholine,4.25597405,4.882865676,4.409057733,5.097833089,4.906905187,4.459285557,3.946204041,6.547587524,3.579117553,6.611603285,5.712638857,5.111895268,4.851175451,4.747373181,4.486903321,5.759586645,4.122877283,4.739513451,3.835281681,4.620608144,6.727368706,5.628930341,5.362741245,5.516457995,4.797122866,4.123623136,5.614089833,4.482832989,4.721756551,4.936914959,4.641676875,3.563874046,4.67174464,6.404349416,4.617037693,4.159720155,4.552164178,3.803699445,4.318797974,4.625798388,4.972553938,5.868340181,5.035432806,4.150418162,5.55868086,3.871861854,4.779377209,6.060481161,5.230819761,4.518213518,4.802490134,5.227273969,3.685897301,3.828893567,4.18223244,5.891220573,5.998098322,6.055037415,5.56545699,5.225064505,4.357905995,3.942951949,6.44671113,5.017266015,5.948065384,4.325591832,5.201000663,4.558605787,5.136413387,4.987295072,4.237292835,5.574373369,4.560362629,4.189451518,4.829380339,3.705418466,3.983601292,4.92589047,4.016580188,4.714462095,4.795239099,3.54888179,3.870558195,5.721541045,4.196136249,5.145160766,4.196283758,5.305891303,5.298693027,5.11581247,4.099165465,4.129739996,3.513986909,6.965955256,6.021433701,4.305356819,5.449900714,4.726613994,4.249984781,7.793050449
 nicotinic acid,3.434065973,4.536009069,3.873325925,4.602660371,4.639054677,3.925756041,4.149605049,6.297547664,3.403939378,3.901061213,5.135421572,4.688829029,4.672021881,4.862599263,4.245775643,4.71616187,4.273271762,3.62017489,3.871602536,4.473309913,6.167145077,4.3754616,4.589923226,5.262103541,3.971823711,4.024753841,4.579232997,3.914774871,4.421140851,4.167893841,4.134739589,3.361436361,3.902686039,4.045734678,4.247366313,4.049155791,4.357838287,3.866192339,4.096998315,4.757631645,3.927247967,4.973363075,5.375068394,4.323567205,5.012504814,4.032456673,4.879293858,5.53250342,4.348807375,4.001060947,4.374786026,4.218884402,3.209856251,3.49500855,3.848385947,4.721647874,5.081550122,4.483245475,5.109764024,4.772317673,4.305564167,3.576603199,4.177670291,4.675169627,3.960132978,3.830701761,4.194963972,4.726858067,4.510816929,5.21481567,4.754069973,4.738975856,4.124540988,4.035426941,4.599450106,3.886819507,4.389238496,4.672064916,3.915339266,4.378335196,4.359963985,3.374094294,4.059167308,5.283122133,4.383506592,5.335810853,4.423581424,4.821460226,4.634095927,3.769734417,3.830906198,4.278130219,3.693627418,6.569841678,5.35191305,3.998589117,5.220137153,4.520477245,4.211855385,4.974460998
 nifedipine,3.984070407,5.03281654,4.14644735,5.085752693,4.95888007,4.625762568,4.199750096,6.1406261,3.804240373,3.973589788,5.002193873,4.401852608,4.648954571,4.791781753,4.698076059,4.983473864,4.325197676,4.148429121,4.019894434,4.50558286,6.227334922,4.512839501,4.586419972,5.14605745,4.091062197,4.200562012,5.100956755,4.411618446,4.414758229,4.622996202,4.271777969,3.624667238,4.166419778,4.350716488,4.223312769,4.087443409,4.116501863,4.060040844,4.808011321,4.459215761,4.115638303,5.022803321,5.291174359,4.038661373,5.054605249,4.136469637,4.786166286,5.632854106,4.538725187,4.208402312,4.93229098,4.728487362,3.550329186,4.035252373,3.969592457,4.951668957,5.012244062,7.736370834,4.860047654,4.601283135,4.102346677,3.878902762,4.197269742,4.535366663,4.354043189,4.338426142,4.744705735,5.159735637,4.81956892,5.045507266,4.820990152,5.542348932,4.28379989,4.286506992,4.722327864,3.932754835,4.094701896,4.488119546,4.289705186,4.466938765,4.243611931,3.624491313,3.868681076,5.637093594,3.900852719,5.329565688,4.64157441,4.637712661,5.057999806,3.970201481,4.042485453,4.338553513,4.039136563,6.224328976,5.356877411,4.103195384,5.435824248,4.772217804,4.384264771,5.577098261
 nimesulide,3.468593649,4.597073422,4.704456269,4.866778472,4.730324189,4.607103257,4.544207469,6.447199593,3.780316093,4.049978597,4.926805592,4.601588381,4.906964214,4.837824216,4.739137058,4.663124637,4.394716625,4.590429178,4.01726376,4.487539145,6.231131206,4.32732066,4.364886356,5.08071181,4.054105062,4.134729824,4.453480285,4.319411157,4.69152323,4.629639537,4.360096592,3.486066173,4.299191385,4.610987699,4.417358448,4.272429638,4.414021486,4.236764385,5.351994444,4.764839003,4.235874103,4.622456608,5.192267082,4.465683514,5.136714771,4.243284497,5.020124163,5.704835072,4.411418394,4.054426895,4.487004708,4.553514157,3.639667623,4.109796713,4.257051066,5.13712551,5.249075336,7.049783111,4.473063767,4.61726257,4.45661786,3.799207719,4.503554861,4.955970094,4.101818832,3.940786662,4.689085767,5.151097045,4.764108794,5.239579745,4.8826089,5.055484366,4.359708834,4.03782321,4.687788606,4.143235599,4.546489529,3.99944942,3.901533251,4.539102506,4.327815462,3.609388016,4.224051223,5.185294019,3.88319655,5.301683843,4.438155242,4.681055715,4.653209031,3.774446038,4.338958249,4.61903455,4.378284217,5.972028446,5.662545386,4.152486805,5.803838336,4.75263036,4.258093937,5.514962987
