Drugs,RPS4Y1,DDX3Y,EIF1AY,XIST,XIST,XIST,CYP2C8,FAM76B,DDX3Y,XIST,KDM5D,XIST,ANKRD1,EIF1AY,PMAIP1,ERAP2,TXLNGY,ZFY,EDNRB,CYP3A4,COL1A1,LOC101928820,XIST,MMP1,IGFBP7,SULT1C2,PMAIP1,TNC,C5orf27,SULT1C2,HSP90B1,TXLNGY,ROBO1,SPG20,HTATSF1P2,CCL2,PLA2G2A,LMCD1,CYP2A6,TAGLN,ERAP2,CHI3L1,CYP2A6,GSTT1,CXCL5,TM9SF3,PANK2,IL20RB,CYP2B6,NCKAP1,UTP18,MGAM,RHEB,ALG5,CHI3L1,ERAP2,C6orf141,DAAM1,SLCO1B3,ALB,ZNF880,TXN,ANXA1,DDX3Y,PNN,MREG,CALCA,CYP3A4,ERAP2,PTX3,ENPP2,AKR1D1,GSTM3,IFI16,EMC7,AKR1B10,SEMA3C,HSPA6,LOC220729 /// SDHA /// SDHAP1 /// SDHAP2,DCN,TWF1,CXCL6,SLC51A,SLC7A11,TTTY15,CYP2A6,MMP10,RPAIN,ACSL4,MTPN,MMP3,MMP12,LOC338620,HSPA6,MYO1D,RASSF4,ACSM2A,TSPAN8,EME1,LOC100507389
mexiletine,4.540298517,3.605824795,3.556689125,10.18436351,9.24482928,9.115188406,4.414636766,9.857722501,4.132125529,8.140606113,4.041618125,8.115664834,10.27688567,3.932198179,4.887287802,6.807261207,3.935186367,3.430337732,3.840004956,5.562207332,3.667023198,9.560692932,7.267004726,8.981115203,3.755529037,3.672710423,6.72179589,5.792580465,7.072421351,3.699171418,10.4218147,3.320433522,4.146189666,8.955559423,5.021440066,7.355735882,13.3466543,7.593161132,5.227591219,5.778875158,6.907387936,7.104047222,4.420991838,8.346174586,3.995690881,8.205650051,7.408184479,5.399495618,5.23384639,8.454586796,6.537587468,5.322531597,8.310353201,7.241619641,7.037196427,5.66733319,5.31896204,7.934736378,5.150480991,11.40443465,4.47511284,10.54256479,6.126393749,3.843511125,8.757862913,6.583602299,4.466226361,6.513264867,6.319286093,3.721951799,4.791891044,4.212092991,9.836684103,5.461827005,7.436383715,10.01301277,3.64706813,11.61476159,9.369201223,4.623117598,8.192529361,8.323292219,5.652777825,6.522931559,3.84977712,5.012287573,7.978166298,7.597276929,8.164306046,7.383570817,8.427639074,4.604223047,4.614317635,10.70485011,4.303523792,4.959665081,6.711490594,5.726987774,10.18862926,4.567731233
monocrotaline,11.72483776,10.01146525,9.505445989,3.699343357,3.426014587,3.516602828,7.490924529,8.229291672,8.406426337,3.301738747,6.864891579,3.326161177,8.958639293,7.314662719,7.342539812,3.482241777,5.984182625,4.728826898,3.172543276,4.151451887,4.063555698,6.791266189,3.034586924,8.990113313,3.487693693,3.37288688,8.715128858,6.660366678,4.77395351,3.39357284,8.743563721,6.064146733,3.356650881,8.079605361,3.855567569,8.702921111,11.01562883,10.48754768,5.564967262,11.02330842,3.722330864,8.25502275,6.11735387,8.412794777,3.926290127,7.907763657,5.595950908,3.963361363,5.208302288,8.600846573,7.11165137,4.127266611,7.724470697,7.209715208,7.663342374,3.82291362,3.998375802,6.928404781,7.653252784,10.30693094,4.137554044,9.989277365,9.06267238,7.2762679,8.414435732,9.013651436,6.111606985,5.922679494,3.662456116,3.675807078,3.953761309,3.898752024,10.40013776,3.401900798,6.949710809,8.682318739,5.034430033,10.56736653,6.129030129,3.8966588,8.293275527,4.335260792,5.08689063,7.482993563,6.33110393,5.758435283,9.106420393,7.254887511,3.832497302,6.729238619,8.578421853,6.565161691,5.223944359,9.585476811,4.730148884,5.794636978,5.64306497,6.055208877,9.220005629,3.592247872
moxisylyte,4.673922227,3.24004823,3.210434755,9.973284363,8.874223824,8.807889211,9.681968007,8.65548278,3.611954181,7.768283332,3.723210368,7.146706992,10.03281647,3.449946137,7.844762316,3.626718442,3.353173975,3.084276664,8.202892557,9.515581629,7.742458261,6.231811541,6.675388426,9.499727083,8.333402238,4.663169558,9.027719027,9.675580075,8.32049869,5.069354546,9.086183494,3.016613063,6.81144874,3.943676789,2.956100601,10.12167513,7.946158802,10.86017447,9.630810355,8.885292781,3.781756263,7.225236802,9.104425531,7.899161548,7.88741545,7.629335628,6.049057682,5.031117561,8.078295504,8.096809384,6.711525945,8.082358966,7.696244929,6.765940477,7.265240406,3.52157136,6.633180334,4.24473667,4.676467537,10.46277588,5.48768823,10.1191107,10.20101665,3.443906017,8.224027111,6.489841785,5.896164758,10.2352189,3.742172066,7.051838501,3.751920567,6.345569106,5.452034009,7.852643891,6.935898706,13.00986445,4.874094806,10.62045781,6.135744192,8.25469204,6.577864917,7.513126207,4.824106554,8.739860965,3.437216073,8.655391955,8.84133429,7.327126878,7.183059941,6.582998435,9.12389488,6.919839541,6.421961268,9.718679145,4.088669668,4.055982451,6.525188072,4.204231789,9.567738481,5.660502844
N-methyl-N-nitrosourea,11.85118601,10.19280012,10.11758886,3.830445211,3.540755433,3.635685684,11.07364718,6.361294475,8.617352233,3.036613357,8.191149006,2.842010236,8.490896096,7.673351471,5.791721568,3.885440562,8.186664218,7.507768137,3.380854655,8.590069136,3.835344314,9.040866791,2.584958284,6.821127142,5.385520608,5.766872415,7.37907228,6.329721323,8.29466699,6.371393953,5.327533751,6.767747472,2.969830113,8.774709202,7.57130245,5.476408637,11.52865386,9.382853808,9.670984351,7.293225443,4.196239543,9.571389355,9.287113612,3.876730568,3.953253832,4.723872693,4.392478362,7.849461042,9.244241156,5.316764094,3.481988257,3.87277224,5.441532342,3.909492249,8.892943373,3.057906785,7.277992746,8.477844111,7.546512244,8.103140883,6.70704164,7.725761803,7.597345861,6.63417526,5.940049776,5.12913263,5.221670622,8.958416948,3.447818954,3.189472796,3.018513461,7.781021967,7.787672157,4.502534838,3.977034548,11.5846448,4.800003499,10.92987643,5.008362209,4.855603753,5.183800704,6.406774112,7.277917437,8.611353582,6.156161857,9.177298721,7.327070899,4.640589101,8.140336565,4.425568298,9.992536547,6.580222375,7.993358399,10.00342058,6.567640256,6.694071946,5.756812916,6.800405832,7.381609775,6.015991533
N-nitrosomorpholine,11.9485386,9.580071468,9.413368236,3.66214501,3.369323115,3.645509505,10.16995315,5.317435197,8.326033681,2.924085563,8.473561466,2.627937934,8.685232925,7.550014741,5.432342291,4.192694476,7.237077998,7.208156622,3.615764949,7.409243079,4.035508754,8.74527693,2.575652485,5.934399007,5.185854681,5.823035058,7.044341634,7.773307882,8.282961576,6.275454284,5.428622136,6.877231618,3.101284055,8.784432395,7.446853162,6.859569362,11.03589644,8.653840966,8.858201519,7.475018037,4.907460389,9.263014932,8.73034387,4.037921328,4.801981182,4.820386883,3.546438988,7.853570102,8.268969737,5.358195664,3.524567256,4.023229224,5.11122299,3.903149102,8.460197559,3.332440257,5.857512317,8.567367294,7.60968209,7.969341906,6.89856062,7.439414558,8.943035946,6.220565783,5.320500827,4.884534552,4.589511628,7.873002027,3.872154477,3.424973711,3.047439681,7.424415294,8.187230253,4.670018052,4.063224729,12.37255325,7.239618244,9.629193396,4.198442304,4.935997483,5.198872054,7.41788225,7.46328965,7.976726725,6.752788388,8.286641987,6.666856709,4.355348073,7.84043692,4.199907261,9.629083477,5.802050004,8.189523247,8.815566567,6.999882866,7.756461616,7.098429278,7.379855855,7.229196141,5.959959688
nicotinic_acid,4.381368729,3.184656036,3.398253241,9.878880363,8.832965255,8.562228261,9.737035236,8.615722568,3.70038651,7.670817128,3.575994746,7.442350245,10.39765654,3.581963719,8.092163258,3.613872643,3.26933925,3.139744156,8.295958421,9.744922567,7.742809999,6.68830264,6.535583481,9.393431998,8.210325516,4.456878991,9.346712712,9.514025516,8.009434586,4.603360295,9.343996843,3.146943527,6.663407925,4.052949802,3.030482114,10.43106323,8.164479272,10.97598848,9.646483424,9.179428399,3.981042835,7.121553797,9.241571585,7.935418997,7.654817382,7.97708277,6.11778979,4.759483669,8.186741939,8.243007476,6.678412802,8.332629779,7.742132177,7.226431594,7.108506933,3.662144591,7.102638952,4.605225337,4.458715724,10.61374439,5.770271579,10.16715504,10.30445906,3.531267939,8.066877596,6.422420907,5.48779343,10.28821889,3.835032374,7.057982918,3.718841159,6.232071811,5.397647429,7.823579471,7.189917403,12.96598646,5.031466798,10.79076359,6.250459592,8.132012387,6.894011855,7.703236322,5.028267834,8.530987986,3.386002562,8.695015817,8.919265065,7.383047869,7.254615115,6.732465678,9.352006925,7.225453015,6.398929633,10.0798091,4.304834432,4.400038109,5.805201414,4.075577996,9.501291918,5.640442172
nifedipine,4.691982623,3.475061995,3.542970217,9.776218667,9.005530269,8.920132587,10.02984803,9.802023941,3.934470973,7.70739723,3.97028935,7.650503413,10.26386059,3.697952889,8.463045358,3.745313266,3.67030783,3.369062362,8.294688114,10.1951942,8.017456076,6.44774396,6.857379378,9.505323726,8.732685629,4.594504524,9.402017553,10.02296862,7.557028791,4.999347577,9.573728549,3.304951413,6.895018824,4.537203567,3.206809991,10.07846873,8.324774317,10.76863476,9.964508617,9.330186635,4.075621688,6.75076257,9.268355985,8.011822819,7.774916147,8.038084136,6.992477583,4.810281187,8.554210569,8.448454812,6.583692848,8.516475985,8.435740656,7.394654259,6.967487164,3.729589778,8.100328866,4.971749367,4.660622795,11.51858877,5.57109343,10.72209218,9.907914136,3.802155378,8.191823585,6.319438302,5.918606334,10.5588809,3.801855979,6.755602082,4.009746026,6.431251675,6.136755768,8.127405164,7.486023831,13.06074443,5.157117385,11.43878259,6.149988228,8.08448128,7.405422601,7.201779273,5.583469311,9.030498542,4.005676886,9.193914305,8.906259741,7.47443571,8.414954513,7.496120864,9.569680105,7.045994978,7.469236915,10.80708125,4.772726923,4.50967949,5.621804905,4.11659078,10.57866632,5.91539607
nimesulide,3.709525596,3.116888925,3.234001941,9.247488339,7.43444364,6.93628455,3.323932159,7.549801245,3.236841661,6.39552403,3.33333742,6.027146341,9.071005115,3.184919452,3.417134289,4.102034028,3.153148457,3.054216542,3.115122753,4.030845133,2.982395084,8.129271732,4.582243936,7.78771595,3.110041571,3.151163701,4.033228437,3.499071738,4.868351293,3.161221836,9.401550356,2.968901497,3.380737723,6.869305568,3.180936135,5.088083008,12.76082445,5.652585358,4.239476952,4.657173962,4.592107708,5.933811135,3.965148039,6.9620252,3.242336284,6.771464526,6.386476767,3.769133809,3.575859852,7.794737381,3.983916135,3.85703933,7.872865901,6.129530581,5.872609407,3.651900384,3.835649693,6.339376257,3.516125186,10.59345144,3.282078436,10.5360112,4.369794289,3.229615051,7.13944142,3.953130277,3.523953681,5.492984765,3.90677875,3.177831024,3.501202088,3.285698617,8.375282328,3.592580879,5.370849534,7.733403815,3.161459277,10.91920662,7.344604498,3.5671784,6.783554399,4.672473834,4.034317512,3.80803809,3.385545475,4.40356123,6.252050858,6.137792406,4.630289868,5.161351506,6.228654888,3.560747071,3.461281776,10.34980869,3.249343093,3.55560666,4.100791533,3.38915525,8.907503266,3.385127064
nitrofurantoin,5.31454794,3.059755946,3.293859638,9.684202246,9.796678129,8.59803111,8.296728463,3.840105518,4.096615007,7.962076622,3.874936769,7.34374012,5.347059506,3.133161816,3.413527181,8.426938193,2.958981416,2.85183892,3.682141428,5.870451009,7.262078931,4.437204003,6.713178079,5.191334325,4.731727388,8.443106422,4.910565113,4.918605442,4.508312671,8.426667997,6.104420339,3.064752928,7.166320172,7.914871045,3.777844309,5.641749504,12.62442866,6.68378934,7.408410177,5.830792843,8.324355691,11.09088332,7.417029979,8.525175307,4.426927602,4.200050268,3.449649919,8.083143348,6.963303011,5.057324058,3.544159191,4.720888869,4.47357409,4.084642697,10.71837557,7.187501051,4.137034479,7.906768748,4.455816174,7.700954109,3.283699861,6.907335514,8.138957189,4.013096988,4.750493868,8.744219298,8.67043207,7.100767116,7.397600319,3.563552789,7.128962684,4.516369758,6.828568745,4.678808144,4.257238665,12.11940926,3.1491099,8.664814753,4.656720433,5.08406428,4.270896004,4.647151636,8.547729946,5.837427534,3.227092297,7.261685798,5.496587519,4.429088096,5.622589889,4.129081714,6.56034809,3.834632304,5.391576824,8.11021455,7.413183859,7.445938028,8.716913778,7.507677225,6.878342013,7.311687902
nitrofurazone,4.702048756,3.268864407,3.226971428,9.624393735,8.955134961,8.776056801,9.92655443,9.432870563,3.933156182,7.920124541,3.887391495,7.537161766,10.58521593,3.579663219,8.334934236,3.745453072,3.300554032,3.005274432,8.385410927,9.74837194,7.859065172,6.744227174,7.14318485,9.473186332,9.120632701,4.325065479,9.496789332,9.383586494,8.271032442,4.891825536,9.394200289,2.983983504,6.810551943,4.47197776,2.983973356,9.954300187,7.984954879,10.79782455,9.591797838,8.935137449,4.265419325,6.702938715,9.133652314,7.926789758,8.081556948,7.542343181,6.862965504,4.582592101,8.30506673,7.994486411,6.656970371,8.090315497,7.970865807,7.105952624,6.676901204,3.338647196,8.28037642,4.48486604,4.726735461,11.14693128,5.903388302,10.39485451,10.0583784,3.548679342,8.070710525,6.856571108,5.695002391,10.2310121,3.741566996,7.122080657,3.846951173,6.199878345,5.757751739,7.889991455,6.883501102,13.22280506,4.796639918,11.082964,6.363797034,8.230454058,7.10478883,7.66274741,5.280271785,8.758686313,3.456251368,8.871747696,9.037524463,7.624089619,8.382991585,7.2272447,9.648756084,7.049913293,7.328283046,10.23777493,4.293057211,4.435286947,5.615735534,4.354814148,9.994486639,5.696309458
nitrosodiethylamine,4.854311042,3.180472051,3.269360425,9.43154946,9.853291329,8.574961646,3.942648229,5.171244362,4.01858163,7.820592878,3.750846508,7.168708387,7.72170173,3.473961614,3.762454051,6.447481447,3.286396986,3.022011604,3.453378217,4.902333883,3.34898599,8.903806852,6.59387938,8.156325327,3.263983072,3.168443795,6.516009256,4.839567112,6.712951861,3.281126134,7.704663219,3.022592145,3.646480744,8.670301544,5.303726459,7.175272792,13.21998493,5.968505184,5.559901207,5.791106675,6.59282153,6.994062932,4.407524427,7.344212676,3.63567707,5.198979274,3.847553469,4.987793846,5.338887947,5.132953842,3.709917357,5.294594501,4.95405555,3.956317223,6.80055612,4.616075837,4.615136245,8.969025323,4.221177883,8.212598943,3.671753425,7.422974648,4.881523429,3.674701424,5.78381173,5.981915579,4.667594192,6.402711069,5.375607671,3.257178807,4.536204062,3.637448139,8.911820009,4.788074805,3.959530557,9.206124963,3.34654501,11.51417058,6.073327697,4.439133947,5.152206312,6.745580596,6.122861531,6.198854361,3.443780938,4.699250764,7.052926712,4.299051611,7.210604413,4.399606757,7.129647558,3.82654472,4.0573202,10.69612573,5.099671921,5.610942975,6.612242624,5.276716135,7.443879719,4.522015334
omeprazole,4.526593659,2.316501844,2.467862561,8.906609664,9.468898154,7.706304549,7.845962819,2.999550671,3.06635901,7.070380618,2.965914945,6.260252257,4.569483372,2.42791154,2.549841028,7.641208371,2.307290527,2.208742745,3.2468837,5.981421711,6.560891311,3.504755547,5.977556515,4.467333431,3.220406234,7.671873576,3.448016033,3.982858817,3.575125938,7.779114155,5.451581357,2.427461759,6.760281031,6.458888896,3.118453855,4.73054278,12.32835482,5.858080112,6.844520797,4.380458694,7.107871764,10.7460554,7.214116716,7.546963048,3.078776165,3.354215371,2.677573303,7.523303872,6.950663422,4.414118631,2.807769107,3.529897752,4.196037797,3.502041641,10.44598101,6.460078756,2.808343261,7.931550736,4.184696986,6.698896189,2.530124384,6.262351676,6.792191743,3.091500266,3.763731111,8.043129691,7.893467609,7.049659766,6.679781141,2.518887709,6.435227615,3.6667495,5.899886372,3.654146634,3.481827699,11.34391281,2.354770916,7.334880424,4.387855372,4.056917671,3.431170779,3.3560555,8.458069054,5.534741895,2.546519741,6.914633502,4.538722793,3.909728907,4.248515792,3.394927405,5.733078746,3.066423769,4.188287365,6.678979007,7.154285311,6.304467032,7.782978016,6.97706708,6.03490614,7.550165646
papaverine,5.088244424,3.164500573,3.297054672,9.832062368,9.066892429,8.662706618,10.57983254,9.455387052,3.778674675,7.884864296,3.813831899,7.746369963,10.59775476,3.631870441,8.206145896,3.637978191,3.208142282,3.00910327,8.790490151,10.6787508,8.433179904,6.396185742,7.12075757,10.14871406,9.551333555,4.938924176,9.24594939,9.639357775,7.742602795,5.94973746,9.331867083,3.022024555,7.033692361,4.70141881,2.993148583,10.02808529,8.47839946,11.52419311,10.17817011,9.381277456,3.94509595,7.45765393,9.437807106,7.953607191,8.345273965,7.557046413,7.832099146,4.248474669,9.275133212,8.001945674,6.639209527,7.956804433,8.138928863,7.031069222,7.449171665,3.461554316,8.909340224,4.924980879,4.840420873,11.30295391,5.622037775,10.59277387,9.86279722,3.845331372,7.983719404,6.598699872,6.540089692,11.04357761,3.53763894,7.23311387,4.168492644,6.806798769,5.917066658,8.510346503,7.297617773,12.69535569,5.206875443,12.02204057,6.461301733,8.678006462,6.823471707,7.549844318,5.622338783,8.259033026,3.484088959,9.40284606,9.335359692,7.111726424,8.802968111,7.042042416,9.768031763,7.752114592,7.346899098,11.40653603,4.175880353,4.276081604,5.830597729,4.457325491,10.01875082,6.700824771
pemoline,11.78202982,10.24740118,9.775458901,3.957902672,3.617533012,3.455584066,7.950857553,8.887354147,8.910713492,3.32538005,7.514974061,3.222970227,8.623630265,7.558325151,7.617653015,3.784452073,6.788923284,5.974657559,3.272625158,4.634386956,4.261327,7.138889362,3.042520823,9.622843761,3.755447415,3.23760838,8.907299605,6.540752869,4.869857034,3.508145405,8.798228062,6.371458125,3.444052201,9.057677053,5.351209186,8.5816952,11.26708172,10.17323827,6.451494126,11.13272258,3.893928957,8.571792095,6.628419535,8.557173907,4.00360756,7.886149698,6.45530101,4.084204704,6.012904695,8.644657204,7.129053783,4.917620943,8.102616523,7.10080609,7.822397387,3.497474008,4.952355945,7.268803536,7.830121282,10.53241188,4.278036997,10.26992404,9.04483669,7.572955161,8.599283618,9.48147833,6.522462295,6.471823301,3.885070779,4.059225957,4.215748659,4.756330042,10.70826064,3.59391524,7.108110393,8.998449451,5.368030035,11.25050019,6.229267705,3.971649073,8.153815879,4.440020642,6.162790121,7.855815521,6.734376763,6.438085478,9.392950163,7.420981002,4.786233713,7.093501586,8.700455058,7.008547737,6.46348973,10.33494432,5.478849452,6.532744596,6.652909877,6.419578412,9.69487342,3.612608257
penicillamine,4.715589283,3.317251697,3.5049679,9.979728211,8.777842994,8.837255545,10.30213429,9.236398832,4.008433164,7.948812841,3.802223195,7.533323949,9.785819369,3.594255154,8.288939998,3.792914444,3.622890111,3.221283907,8.576796054,10.12047822,7.789344924,7.224841635,6.905235951,9.73844883,8.464161788,4.636582536,9.264518306,9.682745025,8.506596462,5.145173519,9.769130065,3.233643414,7.004206562,4.430228436,3.145000623,10.53263246,8.54413315,10.7487219,10.02679739,9.33514331,4.377920408,7.252046984,9.51313377,8.351036477,7.563719968,8.331369216,6.935286355,4.753532121,8.818308689,8.716348864,7.234646085,8.669120653,8.297800052,7.342028489,7.267149205,3.690852276,7.376195216,4.975601597,5.13675794,11.08581296,6.30066104,10.42096133,10.43461768,3.733768944,8.354173929,6.730836304,5.892489695,10.65960384,4.175597284,6.786201868,3.941532199,6.894278344,5.794917698,8.467863776,7.446711023,13.20709222,5.439592709,11.4361934,6.490590479,8.429275456,7.154263229,7.973570377,5.659942154,8.622497629,3.602111833,9.290540187,9.063658304,7.597358756,8.411012567,7.254236919,9.718023581,7.494076979,7.058427247,10.62840885,4.968422984,4.957886372,6.975144188,4.486835687,10.09729341,6.569954598
perhexiline,5.292625892,3.002710768,3.140835571,9.764285894,9.814081156,8.491863546,8.419475077,3.873062665,3.81558599,7.711111894,3.565065843,7.316581934,5.32719134,3.0220505,3.269890069,8.360438179,2.977354409,2.687105016,3.435691716,5.480833235,7.368873991,4.410801493,6.508338326,4.73322977,4.940427096,8.408839805,4.697997836,4.919687213,4.15282918,8.384825323,6.455997822,2.875777422,7.276009309,7.58915112,3.72445605,6.115291221,12.66957976,6.616821645,7.19710183,5.690020733,8.370900222,11.12348409,7.443576196,8.423327506,4.08984105,4.622132071,3.435342492,7.770681395,6.607644888,5.434866491,3.233705281,4.733454256,4.734515373,3.947629967,10.75191233,7.00958091,3.556887061,7.975128896,4.574954476,7.748313864,3.139423297,7.127421638,7.864424913,3.519434348,4.754355198,8.855479793,8.499652386,6.662466711,7.658907696,3.161299631,6.982584744,4.384655711,6.627213103,4.835118256,4.15150937,11.81369097,2.989693914,7.740015319,4.623073316,5.090388517,4.175690325,5.039237168,8.755972426,5.661700622,3.106994546,7.213040405,5.341058299,4.625578796,5.670633355,4.235337395,6.483104515,3.882929741,5.346777087,7.078892143,7.570385529,7.32288689,9.050701437,7.539949639,7.208141165,7.526495396
phalloidin,11.85116891,9.634232428,9.411318964,4.05273628,3.740702529,3.509172328,10.34646122,5.073838785,8.01975121,2.922161017,8.641927164,2.753874117,8.848693094,7.223378092,4.322440435,3.871620364,7.202615458,7.054118883,3.545256588,7.795028865,3.831151535,8.179306535,2.59913946,5.995455451,5.724179556,5.410956986,5.686642624,7.235961061,6.948041331,5.431013502,4.92912315,6.634946201,3.060848789,8.555016328,6.827109569,7.199537472,11.25381212,8.256525126,9.136118097,9.267755125,4.801277817,9.653968144,8.874074556,4.121744786,4.382755055,4.998049847,3.514645495,7.939625526,8.674705703,5.793696479,3.385342261,3.9769485,4.893735508,3.696489811,9.05205459,3.349493708,6.819826499,9.111355377,6.600072036,8.134446527,6.38236217,7.370587355,7.108940278,6.227212311,5.076556647,4.636858362,5.083302058,8.365251276,3.459253913,3.122654726,3.287625004,6.542043814,7.866291287,4.656257962,4.002148848,11.32516734,4.640844579,10.61199558,3.880005334,4.797488191,5.393416739,6.720497646,6.368110618,8.781353774,6.076525947,8.417309423,6.441796829,4.161470074,7.423178663,3.822833507,8.692588721,5.758316494,8.294258014,9.697104182,6.620908774,7.78033669,7.046046453,6.531376677,7.492115954,5.879585107
phenacetin,4.636049386,3.229265469,3.212342763,9.607117463,10.14851086,8.820207585,3.764355106,5.401244856,3.67156811,8.070746451,3.599691267,7.121286509,8.275047593,3.415492218,4.469789743,6.209599727,3.198923539,3.01528916,3.513995031,4.964493292,3.391036871,9.10179452,6.708102997,8.581802368,3.088006467,3.349814551,6.38326732,5.355302912,6.67005799,3.200045697,7.709555794,2.962856797,3.699574182,8.543630722,4.849121874,7.022572429,13.32254563,6.15658287,4.809748677,6.359678252,6.623857702,7.023698369,4.744336055,7.407298012,3.600878568,5.056732252,3.679672979,5.201189829,4.393336226,5.145885924,3.644913357,4.957869549,4.938330635,4.08831565,7.19076605,4.415079415,4.16654508,9.036452656,4.567884991,8.320365673,3.823189234,7.401699481,5.616191215,3.644569871,5.112125056,6.56133145,4.788467495,6.456920154,5.078981047,3.491447209,4.562344166,3.67632551,9.234201839,4.973087898,4.282862728,9.187295008,3.201632913,11.61992926,6.206887223,4.339137592,5.192687729,6.821842242,6.171060525,6.615844973,3.430096071,4.732212828,7.436618828,4.01182312,6.580400473,4.345818004,7.198614428,3.481459549,3.959029559,10.82420856,5.778840869,5.128358153,6.402015215,4.917444553,7.374907518,4.28174035
phenobarbital,5.462579618,2.77027895,2.799179865,9.821749962,9.817563846,8.492963297,9.194149614,4.703874675,4.168841919,7.96256276,4.001696691,6.646309752,6.66630403,2.884857882,3.201737409,8.125912039,2.925848375,2.745808733,3.814987879,7.067348303,7.204382252,4.618480018,6.984014615,5.541030746,5.150453169,8.652348296,4.739615235,5.375227487,4.419563802,8.60789226,5.910183844,2.786545636,7.080260792,8.082523717,5.20047514,5.956424872,12.81688904,7.636424893,8.055845701,6.101788703,8.368102677,11.53619131,7.939030768,8.485798982,4.000312095,3.462857636,3.51213285,7.952221317,8.059059704,4.093478093,3.425548456,5.383915318,5.422226612,3.901586939,10.9689946,6.900500743,4.63262753,7.504504349,4.670397599,7.826876489,2.951730206,7.099296986,7.986386686,3.952427408,4.848919641,8.691528441,9.249765925,7.989957455,6.615422318,3.131245353,7.058154699,4.544092801,6.860544984,5.203481508,4.428121727,11.53790198,2.858448336,8.204279629,5.286278482,5.617375559,4.0065689,4.117758145,8.865513017,5.304224376,2.931776593,7.807345455,5.563624772,4.895211612,6.151388916,4.407217654,6.969666289,3.953059353,5.918549087,7.837253896,7.259931229,7.695443268,8.44442783,7.838908043,7.194799386,7.858328064
phenylanthranilic_acid,4.88554192,3.329634541,3.455861678,10.05160909,9.224048449,9.18298103,4.48503133,8.073760473,3.995668684,7.952279008,3.939483888,7.608717543,9.761610883,3.759062558,8.489692245,3.655838542,3.531457693,3.169436585,5.291157296,5.26267179,9.343860151,8.538741159,6.500551505,7.214801168,7.263162228,3.43678782,9.76541098,8.237946422,4.95629396,3.501487698,9.617921679,3.190337475,4.815292423,9.277509923,3.183811714,7.873728425,11.18810169,8.199031994,6.380186926,7.344783202,3.885914022,7.851416149,5.971995892,7.1883091,7.169388887,7.385596287,6.490819407,4.320674416,5.083217153,7.632104294,5.894295482,4.278756299,7.316955152,6.50209497,7.34126293,3.577058774,6.234990333,5.613749877,8.845865127,10.38270442,3.390164684,9.568345679,10.53480553,3.858743089,7.961748439,8.606097906,5.216162296,6.743717491,3.892085621,5.417870598,4.234572226,3.757984507,5.911353284,6.377113928,6.480386788,8.187373637,5.824634858,9.839182332,6.409592289,7.164315796,7.086303823,4.391638981,6.438179842,8.145059054,3.658666207,6.701265697,6.979981118,6.937725571,7.642005304,6.25719071,9.12325652,4.43574993,6.928788489,9.320057512,4.576891947,5.301687268,3.996486,4.301899442,9.366680114,3.512110655
phenylbutazone,5.254247843,2.688020513,2.805583646,9.972527895,9.816462636,8.822552254,9.351453839,3.900104272,3.84770828,8.132050662,3.466612826,7.79827855,5.815941201,2.807063142,3.272081473,8.61779042,2.513853138,2.513380202,3.322690199,7.041059923,7.606352275,4.394949346,6.93622742,5.295064911,4.521883083,8.695314066,4.308811247,5.024021278,4.686769833,8.487826271,6.199387856,2.661984817,7.516845862,7.40804247,3.64737706,5.509478378,12.67333615,6.662643426,7.485432182,5.369596155,8.202279449,11.21039504,7.615659897,8.634152697,4.378029646,4.342744911,3.022967346,7.952476221,7.582623653,5.520866795,3.18237616,4.227558543,4.968114473,3.676842169,10.83266629,7.316090312,3.123778091,7.689992379,5.257128325,6.945955141,3.040822714,6.889987062,7.628070484,3.432119746,4.809260966,8.804298466,8.794016344,7.991498457,7.695102421,2.91622886,7.376413054,4.698866182,6.950354258,4.771913646,4.739841882,11.967941,2.732529232,7.768511179,5.406593055,5.165655001,4.596019257,5.391255631,9.423031058,5.993905704,2.923932061,7.592093887,5.648550634,4.419399859,5.256494574,3.925559924,6.701424279,3.706665961,5.796965661,7.096705866,7.830079562,7.651840663,9.325336437,7.880886631,6.791474579,8.337243861
phenytoin,4.545318052,2.342048825,2.524976391,9.153198042,9.644583281,8.325629256,8.269410726,3.445278272,3.456644242,7.637618113,3.286656523,6.893078092,5.583013139,2.552012121,2.881953086,7.936618066,2.463782953,2.201586919,3.340224973,5.367740958,7.005843914,4.199518833,6.741239685,4.61228115,4.842242123,7.908597675,4.460960762,4.98925602,3.99529992,7.8745107,5.817471651,2.396448321,6.933107259,7.697103491,4.250228478,5.535428158,12.13420603,6.280508576,6.974988835,5.274682296,7.792948089,10.86315528,6.952362498,7.916803935,4.422634469,3.822860806,2.922599405,7.560795985,6.698204129,4.549186578,2.907522341,4.824523042,4.507322305,3.349027638,10.26711776,6.563042885,3.832294552,7.605290724,4.526328781,7.468146859,2.623638391,6.822818423,7.372836816,3.094525689,4.441374229,8.528015308,8.108094404,6.73084257,7.044354965,2.712180299,6.876020749,4.134638,6.344076609,4.781024654,3.764021361,11.41527976,2.444154195,7.42548764,4.26112289,4.580360473,3.94987241,4.684386227,8.250864035,5.102717049,2.609197685,6.752430145,5.05511682,4.347110467,5.621834159,3.502394665,6.225180673,3.431318057,6.005592097,6.631710521,7.057035757,7.406844076,8.548293166,7.334985511,6.881680487,7.054704486
